"","id","photoURL","lat","long","rubbishRunID","userName","rubbishType","reportedTimeStamp","city","totalNumberOfItemsTagged","datetime","date","X","Y","OBJECTID","Mile","Section_Name","FolderPath","Region","geometry","dist_m"
"220","Llj770eSWpK8kh4s3FFR","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FLlj770eSWpK8kh4s3FFR.jpg?alt=media&token=6d1f2612-ace1-498d-893e-d55978a52c3d","34.3741986979167","-117.71663646414","IBA8Xo4glUzJzG6fG3Ef","notracetrails","cardboard",1682729555.41,"Llano","1",2023-04-29 00:52:35,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.71663646414, 34.3741986979167),50.4868862096082
"221","kHF04BNiYpghavy1gAFB","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FkHF04BNiYpghavy1gAFB.jpg?alt=media&token=5a679f26-604c-437f-8038-04036281d2ed","34.3741986979167","-117.71663646414","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729544.93677,"Llano","1",2023-04-29 00:52:24,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.71663646414, 34.3741986979167),50.4868862096082
"222","2kEbPyZCSFI0pLUukKKO","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F2kEbPyZCSFI0pLUukKKO.jpg?alt=media&token=0896507e-1f95-4259-bc47-a4a648366135","34.3741986979167","-117.71663646414","IBA8Xo4glUzJzG6fG3Ef","notracetrails","sanitary waste",1682729530.88634,"Llano","1",2023-04-29 00:52:10,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.71663646414, 34.3741986979167),50.4868862096082
"223","taYZEanFPFoVZwrZLVjr","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FtaYZEanFPFoVZwrZLVjr.jpg?alt=media&token=c3ca850b-c0fd-4621-9b00-6b0ce5e74b16","34.3741986979167","-117.71663646414","IBA8Xo4glUzJzG6fG3Ef","notracetrails","soft plastic",1682729520.1514,"Llano","1",2023-04-29 00:52:00,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.71663646414, 34.3741986979167),50.4868862096082
"224","jN41PdYLIXUdRNTe6qWF","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FjN41PdYLIXUdRNTe6qWF.jpg?alt=media&token=bc6872e3-f62c-4522-bc3c-b0628e86bcdf","34.3741986979167","-117.71663646414","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729509.91966,"Llano","1",2023-04-29 00:51:49,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.71663646414, 34.3741986979167),50.4868862096082
"225","tKLdllvVN7AD5fRXJyWM","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FtKLdllvVN7AD5fRXJyWM.jpg?alt=media&token=61c0e004-b2f8-4e06-80a7-f8386704e114","34.3742019987313","-117.716634474066","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729483.44378,"Llano","1",2023-04-29 00:51:23,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716634474066, 34.3742019987313),50.5966359415337
"226","brTraTuFqWdvYerUeLTN","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FbrTraTuFqWdvYerUeLTN.jpg?alt=media&token=69ec35a6-80dd-4692-a00b-fa00e45e90c7","34.3742019987313","-117.716634474066","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729473.05409,"Llano","1",2023-04-29 00:51:13,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716634474066, 34.3742019987313),50.5966359415337
"227","1VfVoA57utUlyG5CtCwD","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1VfVoA57utUlyG5CtCwD.jpg?alt=media&token=4b2ab4d1-6544-44a5-a22c-38d3543c68d9","34.3742019987313","-117.716634474066","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729463.34773,"Llano","1",2023-04-29 00:51:03,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716634474066, 34.3742019987313),50.5966359415337
"228","hoTciY5EazBuVBMVRCBS","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FhoTciY5EazBuVBMVRCBS.jpg?alt=media&token=bc909382-b90d-4689-b444-c7d86dc36eee","34.3742019987313","-117.716634474066","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729455.57764,"Llano","1",2023-04-29 00:50:55,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716634474066, 34.3742019987313),50.5966359415337
"229","lyeIQMyuedaqGDBlj04d","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FlyeIQMyuedaqGDBlj04d.jpg?alt=media&token=dfad3e5d-6fc1-42d7-80d3-f5ac4eb492b1","34.374200093711","-117.716648398414","IBA8Xo4glUzJzG6fG3Ef","notracetrails","plastic foam",1682729447.30909,"Llano","1",2023-04-29 00:50:47,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716648398414, 34.374200093711),49.3822951278074
"230","afiIo5shOmjtuv94Lm2R","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FafiIo5shOmjtuv94Lm2R.jpg?alt=media&token=0de0c298-db7d-4601-b9a1-c8da75c02867","34.3741902842704","-117.716647119371","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729441.13358,"Llano","1",2023-04-29 00:50:41,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716647119371, 34.3741902842704),49.7207227323001
"231","l79OwsAR0CzrTXLQOpwm","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fl79OwsAR0CzrTXLQOpwm.jpg?alt=media&token=f637656a-a5e0-4d9b-9bb1-a8c45ed8f6a5","34.3741902842704","-117.716647119371","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729434.55786,"Llano","1",2023-04-29 00:50:34,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716647119371, 34.3741902842704),49.7207227323001
"232","caVEIM491b7Y93Ayhawh","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FcaVEIM491b7Y93Ayhawh.jpg?alt=media&token=7faa5a09-6169-4f74-bacb-27a81835d090","34.3741946971939","-117.716636663564","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729419.12203,"Llano","1",2023-04-29 00:50:19,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716636663564, 34.3741946971939),50.556886136545
"233","aj9pCpuS0Xh3JK2TzT2L","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Faj9pCpuS0Xh3JK2TzT2L.jpg?alt=media&token=c3ef5c43-33ed-42e4-9d2b-f340ec5c70c7","34.3742136648012","-117.716609939478","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729403.67553,"Llano","1",2023-04-29 00:50:03,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716609939478, 34.3742136648012),52.5954680489776
"234","0UTcWf7Hyul8YLCdjYQQ","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F0UTcWf7Hyul8YLCdjYQQ.jpg?alt=media&token=98eeb358-96b0-444e-a13e-237dcc7b80af","34.374254426045","-117.716625301987","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729382.49069,"Llano","1",2023-04-29 00:49:42,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716625301987, 34.374254426045),50.6837405847833
"235","0IcNSB0FQB9Sfuxh7G9D","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F0IcNSB0FQB9Sfuxh7G9D.jpg?alt=media&token=81c442e2-b97d-4b9c-862a-68188dbec965","34.374254426045","-117.716625301987","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729361.02113,"Llano","1",2023-04-29 00:49:21,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716625301987, 34.374254426045),50.6837405847833
"236","3HcIlvKXt6992tZ6CvXX","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F3HcIlvKXt6992tZ6CvXX.jpg?alt=media&token=1261c260-c7ea-45f3-8a05-6ab5b309b096","34.3742483834602","-117.716554588464","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729345.33759,"Llano","1",2023-04-29 00:49:05,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716554588464, 34.3742483834602),57.2051993700731
"237","9daEU45fibTnxxHEw0Uj","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F9daEU45fibTnxxHEw0Uj.jpg?alt=media&token=e6a27a78-dca0-4ad8-a484-0f99952f4d9d","34.3742543895308","-117.716576696078","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729331.8316,"Llano","1",2023-04-29 00:48:51,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716576696078, 34.3742543895308),55.1347242225564
"238","WGJv24yhnSVqw9XocaMX","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FWGJv24yhnSVqw9XocaMX.jpg?alt=media&token=a66af6ae-f340-478c-808c-1f95ad763bc6","34.3742269791851","-117.716538934412","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729311.21766,"Llano","1",2023-04-29 00:48:31,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716538934412, 34.3742269791851),58.8580134514204
"239","z0s4POFXTw70hPQRKkCg","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fz0s4POFXTw70hPQRKkCg.jpg?alt=media&token=e95fa374-2bc6-41e1-8160-acbca1a9e891","34.3742269791851","-117.716538934412","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729296.88073,"Llano","1",2023-04-29 00:48:16,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716538934412, 34.3742269791851),58.8580134514204
"240","XR2x52Fu3lD5geXCL7hf","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FXR2x52Fu3lD5geXCL7hf.jpg?alt=media&token=7b1282b2-c4c8-4046-b6f3-2932213994d4","34.3742269791851","-117.716538934412","IBA8Xo4glUzJzG6fG3Ef","notracetrails","otherLitter",1682729276.958,"Llano","1",2023-04-29 00:47:56,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716538934412, 34.3742269791851),58.8580134514204
"241","fKLdE8vUMyam0et7ikRe","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfKLdE8vUMyam0et7ikRe.jpg?alt=media&token=b9728dbd-4ac3-4413-9959-e958e2f212d5","34.3742269791851","-117.716538934412","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729240.90095,"Llano","1",2023-04-29 00:47:20,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716538934412, 34.3742269791851),58.8580134514204
"242","eZD8n3DUEBq4DNvBy1dT","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FeZD8n3DUEBq4DNvBy1dT.jpg?alt=media&token=82d17cf3-e001-42d2-906d-6d2bf5526c85","34.3742269791851","-117.716538934412","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729233.41161,"Llano","1",2023-04-29 00:47:13,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716538934412, 34.3742269791851),58.8580134514204
"243","9H9GnFliqn3gD4NZXAvk","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F9H9GnFliqn3gD4NZXAvk.jpg?alt=media&token=45134ee1-0e8d-41ab-9872-0a077a008187","34.3742269791851","-117.716538934412","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729225.15068,"Llano","1",2023-04-29 00:47:05,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716538934412, 34.3742269791851),58.8580134514204
"244","cvYKqbsLP3kPwRlpRFj0","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FcvYKqbsLP3kPwRlpRFj0.jpg?alt=media&token=10ceafa2-867e-432e-80b4-1432e51993d0","34.3742269791851","-117.716538934412","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729212.50042,"Llano","1",2023-04-29 00:46:52,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716538934412, 34.3742269791851),58.8580134514204
"245","VCvdGZx6tGT3e4zJcWGM","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FVCvdGZx6tGT3e4zJcWGM.jpg?alt=media&token=df79bcf3-2e01-4ca5-8783-e9c7e162efb6","34.3742403268092","-117.716520148873","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729188.77688,"Llano","1",2023-04-29 00:46:28,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716520148873, 34.3742403268092),60.4272576460797
"246","KzvCDGoTz6ayJzrOtr6Q","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FKzvCDGoTz6ayJzrOtr6Q.jpg?alt=media&token=eba3cde1-a375-4426-bcb6-3a1179ad7345","34.3742445313877","-117.716540221812","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729183.74544,"Llano","1",2023-04-29 00:46:23,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716540221812, 34.3742445313877),58.5527729533148
"247","96y5uEga0LTaSldMnPE1","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F96y5uEga0LTaSldMnPE1.jpg?alt=media&token=ffe6c873-357a-4932-8f6d-f6333e340748","34.3742170395722","-117.716550139204","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729177.14117,"Llano","1",2023-04-29 00:46:17,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716550139204, 34.3742170395722),57.9732220661289
"248","yYJYVrh3cyZGNz6rb3hj","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FyYJYVrh3cyZGNz6rb3hj.jpg?alt=media&token=cc3501e0-3009-4552-bfd8-520270a964c1","34.3742170395722","-117.716550139204","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729172.50809,"Llano","1",2023-04-29 00:46:12,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716550139204, 34.3742170395722),57.9732220661289
"249","CpQW1q41eB0TZ8q5HCQ3","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCpQW1q41eB0TZ8q5HCQ3.jpg?alt=media&token=2632e593-27b6-436c-a2c8-7d2c7bd37552","34.3742225917467","-117.71655508831","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729150.4444,"Llano","1",2023-04-29 00:45:50,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.71655508831, 34.3742225917467),57.4434356016436
"250","DeLdj0h22Jm7plr4UgUP","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FDeLdj0h22Jm7plr4UgUP.jpg?alt=media&token=2829a506-b2d6-4a5b-a274-066a0ad44350","34.3742324327567","-117.716555855752","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729135.93015,"Llano","1",2023-04-29 00:45:35,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716555855752, 34.3742324327567),57.2482732983909
"251","FUOzwohpc6K6ro924pu1","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FFUOzwohpc6K6ro924pu1.jpg?alt=media&token=7f5836e7-4e80-4f62-8da4-ef2dcf663f3a","34.3742324327567","-117.716555855752","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729127.8468,"Llano","1",2023-04-29 00:45:27,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716555855752, 34.3742324327567),57.2482732983909
"252","EtRKfDdKdnmg2DXyxwOi","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FEtRKfDdKdnmg2DXyxwOi.jpg?alt=media&token=14f0504b-390b-49ca-bb35-ee6a5c2e8666","34.3742075040195","-117.716504818796","IBA8Xo4glUzJzG6fG3Ef","notracetrails","soft plastic",1682729109.04756,"Llano","1",2023-04-29 00:45:09,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716504818796, 34.3742075040195),62.238765820458
"253","pQRXbSChqWIhDX4HKQwe","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FpQRXbSChqWIhDX4HKQwe.jpg?alt=media&token=e4e256d9-c275-47a1-9b12-abec3b978338","34.3742293681799","-117.716556307273","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729102.46799,"Llano","1",2023-04-29 00:45:02,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716556307273, 34.3742293681799),57.2438887685838
"254","fptpppVywT3n0oYoi061","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfptpppVywT3n0oYoi061.jpg?alt=media&token=bcfa5d27-cd7c-467f-b1fb-5d12981ae7fe","34.3742293681799","-117.716556307273","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729095.37827,"Llano","1",2023-04-29 00:44:55,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716556307273, 34.3742293681799),57.2438887685838
"255","cXHQYtB3cX0OpCACbifH","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FcXHQYtB3cX0OpCACbifH.jpg?alt=media&token=948798b2-c97c-4abb-9cd9-cbea2a136295","34.3742333126402","-117.716569941826","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729088.72203,"Llano","1",2023-04-29 00:44:48,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716569941826, 34.3742333126402),55.9523863540189
"256","hyN8MdgwJK60fVG7DTRa","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FhyN8MdgwJK60fVG7DTRa.jpg?alt=media&token=20410114-bf08-4b2b-8406-f274574fed53","34.3742529786741","-117.716541777778","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729081.05555,"Llano","1",2023-04-29 00:44:41,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716541777778, 34.3742529786741),58.3428672871946
"257","jY3iMjW29wE7aPpeMUXk","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FjY3iMjW29wE7aPpeMUXk.jpg?alt=media&token=6d7eeaef-1196-429d-b1ac-bc62b971f22d","34.3742529786741","-117.716541777778","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729070.12117,"Llano","1",2023-04-29 00:44:30,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716541777778, 34.3742529786741),58.3428672871946
"258","CgOQkDRX1aywQAHBoiJl","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCgOQkDRX1aywQAHBoiJl.jpg?alt=media&token=79e29404-7768-401c-a103-864712f25b87","34.3742529786741","-117.716541777778","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729064.27616,"Llano","1",2023-04-29 00:44:24,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716541777778, 34.3742529786741),58.3428672871946
"259","00gDnijwRdglQJTudLWT","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F00gDnijwRdglQJTudLWT.jpg?alt=media&token=657e21f1-8e28-4e4d-9bc2-5a53ea65d772","34.3742529786741","-117.716541777778","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729058.22854,"Llano","1",2023-04-29 00:44:18,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716541777778, 34.3742529786741),58.3428672871946
"260","SZ3bpQL75E2fuswsmeJb","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FSZ3bpQL75E2fuswsmeJb.jpg?alt=media&token=ffbf7ae2-5be6-491e-ae36-5501ee908832","34.3742529786741","-117.716541777778","IBA8Xo4glUzJzG6fG3Ef","notracetrails","tobacco",1682729044.19299,"Llano","1",2023-04-29 00:44:04,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716541777778, 34.3742529786741),58.3428672871946
"261","SlZSC8ihhULvdLMyijkH","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FSlZSC8ihhULvdLMyijkH.jpg?alt=media&token=3b7eed36-6c9c-4be1-8f87-2b36833b119f","34.3742230691964","-117.716612245628","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682729036.85656,"Llano","1",2023-04-29 00:43:56,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716612245628, 34.3742230691964),52.2348682020711
"262","fRaTss8oHfn3EzweUvX4","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfRaTss8oHfn3EzweUvX4.jpg?alt=media&token=ca3fc677-fca7-4ad4-90c2-b189bae82cc9","34.3742077575914","-117.716629392239","IBA8Xo4glUzJzG6fG3Ef","notracetrails","paper",1682729016.66161,"Llano","1",2023-04-29 00:43:36,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716629392239, 34.3742077575914),50.9410042670239
"263","843YPnt2k61ZEy37Qd7N","https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F843YPnt2k61ZEy37Qd7N.jpg?alt=media&token=c208461d-c10c-4b29-a93e-c70bbe5dbe5d","34.3742114010937","-117.716622268421","IBA8Xo4glUzJzG6fG3Ef","notracetrails","hard plastic",1682728997.49123,"Llano","1",2023-04-29 00:43:17,2023-04-29,-117.717176182,34.3742865140001,3409,370,"CA Section D Mile Marker","Mile Marker/1 - Southern California/CA Section D","Southern California Mile Marker",c(-117.716622268421, 34.3742114010937),51.5179622603501
